馬券種類,馬1,馬2,馬3,確率,確率順位,key,３連単オッズ,オッズ順位,期待値,期待値順位
三連単,10,15,13,0.0097%,2458,10-15-13,33494.4,992,3.239599928,899
三連単,7,9,10,0.0360%,642,7-9-10,8995.4,1916,3.236475893,900
三連単,4,15,1,0.0542%,271,4-15-1,5966.6,2195,3.232816488,901
三連単,15,3,17,0.0156%,1827,15-3-17,20708.4,1314,3.231098514,902
三連単,4,9,15,0.0634%,177,4-9-15,5061.5,2289,3.208792771,903
三連単,15,17,11,0.0077%,2750,15-17-11,41710,832,3.207833063,904
三連単,14,15,7,0.0264%,1035,14-15-7,12063.4,1714,3.189058331,905
三連単,1,12,7,0.0304%,857,1-12-7,10439.8,1812,3.176472071,906
三連単,17,15,4,0.0053%,3171,17-15-4,60153.2,594,3.172540506,907
三連単,8,4,9,0.0281%,959,8-4-9,11293.1,1760,3.170845653,908
三連単,10,15,11,0.0054%,3137,10-15-11,58174.5,608,3.166990415,909
三連単,14,4,17,0.0116%,2220,14-4-17,27291.7,1144,3.165363893,910
三連単,15,11,14,0.0279%,967,15-11-14,11322,1759,3.158607751,911
三連単,1,8,17,0.0171%,1704,1-8-17,18421.9,1405,3.153444744,912
三連単,10,9,15,0.0113%,2275,10-9-15,27982.6,1124,3.151157514,913
三連単,10,11,7,0.0071%,2851,10-11-7,44434.8,783,3.146243241,914
三連単,10,9,7,0.0184%,1583,10-9-7,17004.8,1460,3.137200655,915
三連単,17,7,5,0.0073%,2805,17-7-5,42717.5,814,3.126087384,916
三連単,4,7,14,0.0498%,338,4-7-14,6262.4,2165,3.120415078,917
三連単,15,2,6,0.0065%,2976,15-2-6,48319.8,723,3.118502724,918
三連単,14,10,7,0.0074%,2794,14-10-7,41907.7,823,3.113781212,919
三連単,11,15,5,0.0197%,1466,11-15-5,15818.4,1491,3.112453241,920
三連単,6,14,12,0.0019%,3821,6-14-12,163750.5,147,3.112255372,921
三連単,5,12,1,0.0114%,2256,5-12-1,27124.3,1151,3.101460353,922
三連単,3,4,12,0.0149%,1891,3-4-12,20805.9,1311,3.099866447,923
三連単,10,15,3,0.0063%,3013,10-15-3,49125.1,710,3.088419023,924
三連単,7,12,13,0.0200%,1437,7-12-13,15405,1507,3.081824535,925
三連単,8,9,6,0.0106%,2364,8-9-6,29087.2,1090,3.077899675,926
三連単,10,12,6,0.0016%,3882,10-12-6,192228.8,96,3.057480667,927
三連単,8,6,5,0.0035%,3494,8-6-5,85849.7,414,3.046354639,928
三連単,10,8,9,0.0099%,2424,10-8-9,30703.2,1051,3.042678603,929
三連単,8,15,3,0.0133%,2064,8-15-3,22848.9,1256,3.040522936,930
三連単,15,6,9,0.0092%,2538,15-6-9,33118,1000,3.040219835,931
三連単,4,6,15,0.0063%,3017,4-6-15,48319.8,723,3.028929369,932
三連単,8,4,6,0.0079%,2727,8-4-6,38279.3,896,3.019474612,933
三連単,8,13,6,0.0097%,2448,8-13-6,31026.4,1044,3.018299673,934
三連単,15,6,1,0.0091%,2553,15-6-1,33118,1000,3.010939583,935
三連単,17,12,2,0.0020%,3779,17-12-2,147375.4,181,3.010514426,936
三連単,4,6,8,0.0076%,2762,4-6-8,39300.1,877,3.00406859,937
三連単,14,10,5,0.0068%,2908,14-10-5,43992.6,793,3.003952095,938
三連単,15,3,14,0.0367%,622,15-3-14,8187.5,1986,3.001585433,939
三連単,4,13,17,0.0307%,845,4-13-17,9770.7,1854,2.998613953,940
三連単,15,14,3,0.0386%,571,15-14-3,7749.8,2030,2.991782894,941
三連単,11,12,13,0.0120%,2183,11-12-13,24978.8,1203,2.9910552,942
三連単,4,15,13,0.0545%,269,4-15-13,5492.2,2235,2.990514437,943
三連単,17,1,8,0.0064%,2990,17-1-8,46539.6,757,2.975873293,944
三連単,8,13,17,0.0115%,2234,8-13-17,25779.9,1184,2.974718958,945
三連単,14,9,10,0.0266%,1030,14-9-10,11150.7,1768,2.965051474,946
三連単,12,13,2,0.0219%,1330,12-13-2,13500,1623,2.95755178,947
三連単,1,8,15,0.0325%,787,1-8-15,9097.2,1906,2.957362251,948
三連単,12,1,13,0.0306%,849,12-1-13,9642.8,1862,2.951531742,949
三連単,1,6,12,0.0069%,2889,1-6-12,42924.8,809,2.951137543,950
三連単,17,13,10,0.0063%,3004,17-13-10,46539.6,757,2.946015909,951
三連単,8,17,14,0.0044%,3337,8-17-14,67500.2,529,2.943621483,952
三連単,12,1,3,0.0199%,1444,12-1-3,14786.8,1545,2.941928348,953
三連単,5,4,17,0.0090%,2563,5-4-17,32629.2,1007,2.941224617,954
三連単,7,8,11,0.0197%,1462,7-8-11,14911.5,1537,2.938969579,955
三連単,10,9,5,0.0170%,1714,10-9-5,17304.3,1450,2.933890558,956
三連単,7,10,15,0.0061%,3033,7-10-15,47797.4,733,2.933132022,957
三連単,17,7,4,0.0061%,3034,17-7-4,47797.4,733,2.932461034,958
三連単,10,5,9,0.0120%,2186,10-5-9,24494.5,1211,2.929513001,959
三連単,3,12,17,0.0028%,3628,3-12-17,104029.7,316,2.924405236,960
三連単,11,5,6,0.0071%,2842,11-5-6,40937.6,843,2.922976143,961
三連単,17,9,10,0.0069%,2885,17-9-10,42308.7,818,2.913155693,962
三連単,5,15,6,0.0056%,3115,5-15-6,52014.8,680,2.895875836,963
三連単,4,1,17,0.0229%,1281,4-1-17,12632.1,1679,2.890037886,964
三連単,8,15,13,0.0205%,1402,8-15-13,14102.9,1585,2.887206323,965
三連単,7,10,5,0.0092%,2527,7-10-5,31245.6,1038,2.886848762,966
三連単,14,4,5,0.0332%,757,14-4-5,8703.2,1939,2.886196011,967
三連単,15,13,4,0.0682%,132,15-13-4,4232.8,2385,2.885832877,968
三連単,17,10,7,0.0019%,3814,17-10-7,149873.3,178,2.883516539,969
三連単,15,13,7,0.0885%,45,15-13-7,3253.3,2544,2.87882818,970
三連単,3,12,15,0.0053%,3155,3-12-15,53917.8,657,2.878447731,971
三連単,17,4,14,0.0071%,2854,17-4-14,40748.9,846,2.875468377,972
三連単,3,17,12,0.0030%,3602,3-17-12,97170.6,360,2.871913699,973
三連単,8,7,11,0.0134%,2056,8-7-11,21410.4,1297,2.869912284,974
三連単,15,1,4,0.0508%,321,15-1-4,5646.5,2222,2.869827965,975
三連単,5,8,6,0.0057%,3102,5-8-6,50528.7,700,2.868711495,976
三連単,9,6,12,0.0048%,3253,9-6-12,59345.8,602,2.866484192,977
三連単,14,15,6,0.0072%,2836,14-15-6,39831.2,871,2.853301625,978
三連単,14,9,8,0.0360%,640,14-9-8,7916.3,2012,2.852322286,979
三連単,5,7,12,0.0174%,1685,5-7-12,16405.4,1473,2.850739039,980
三連単,1,9,12,0.0695%,117,1-9-12,4099.4,2406,2.850361075,981
三連単,17,11,10,0.0026%,3653,17-11-10,107835.6,299,2.849669349,982
三連単,15,11,2,0.0189%,1539,15-11-2,15038.3,1526,2.845549959,983
三連単,4,17,1,0.0147%,1916,4-17-1,19391.5,1377,2.844988899,984
三連単,14,8,11,0.0146%,1923,14-8-11,19519.9,1368,2.843344979,985
三連単,7,11,10,0.0138%,2010,7-11-10,20564,1321,2.839604064,986
三連単,4,10,9,0.0154%,1850,4-10-9,18460.3,1404,2.838555324,987
三連単,15,1,14,0.0498%,339,15-1-14,5697.5,2218,2.838377215,988
三連単,10,4,13,0.0132%,2074,10-4-13,21410.4,1297,2.826695178,989
三連単,7,17,5,0.0089%,2586,7-17-5,31693.6,1026,2.821111466,990
三連単,3,14,12,0.0128%,2112,3-14-12,21941.7,1284,2.818747035,991
三連単,8,14,9,0.0242%,1176,8-14-9,11634.9,1734,2.816786539,992
三連単,5,10,8,0.0043%,3351,5-10-8,65500.2,546,2.815328357,993
三連単,8,7,6,0.0067%,2929,8-7-6,41710,832,2.803832741,994
三連単,7,10,17,0.0032%,3546,7-10-17,86691.4,409,2.801285525,995
三連単,12,2,4,0.0089%,2593,12-2-4,31580.4,1031,2.800978998,996
三連単,4,5,9,0.0673%,140,4-5-9,4155.3,2397,2.797754586,997
三連単,10,2,12,0.0033%,3532,10-2-12,84214.5,426,2.795139811,998
三連単,17,14,7,0.0081%,2706,17-14-7,34676.5,962,2.793806169,999
三連単,17,7,15,0.0049%,3249,17-7-15,57419,620,2.790892346,1000
三連単,15,6,11,0.0051%,3199,15-6-11,54248.6,650,2.789759831,1001
三連単,11,17,5,0.0053%,3161,11-17-5,52322.6,674,2.787691058,1002
三連単,8,1,17,0.0086%,2631,8-1-17,32271.9,1014,2.776018464,1003
三連単,11,15,6,0.0058%,3079,11-15-6,47797.4,733,2.773045586,1004
三連単,14,5,15,0.0199%,1448,14-5-15,13925.2,1593,2.765385059,1005
三連単,10,1,8,0.0094%,2497,10-1-8,29377.1,1078,2.764742378,1006
三連単,15,11,9,0.0356%,654,15-11-9,7756.6,2029,2.763815134,1007
三連単,17,9,5,0.0115%,2237,17-9-5,23963.4,1221,2.760478395,1008
三連単,12,7,2,0.0151%,1874,12-7-2,18157.1,1411,2.748691614,1009
三連単,7,4,8,0.0363%,629,7-4-8,7557.7,2046,2.74664571,1010
三連単,14,17,5,0.0066%,2955,14-17-5,41710,832,2.743892373,1011
三連単,11,12,1,0.0119%,2193,11-12-1,23027.4,1250,2.743799239,1012
三連単,4,11,6,0.0108%,2334,4-11-6,25336.7,1194,2.736724341,1013
三連単,10,6,8,0.0014%,3936,10-6-8,200966.5,81,2.728723157,1014
三連単,9,8,5,0.0344%,704,9-8-5,7923.4,2011,2.724548737,1015
三連単,15,7,3,0.0382%,582,15-7-3,7131,2085,2.720853643,1016
三連単,14,8,9,0.0260%,1060,14-8-9,10439.8,1812,2.714605659,1017
三連単,7,15,5,0.0329%,774,7-15-5,8256.3,1983,2.714057821,1018
三連単,7,12,1,0.0199%,1442,7-12-1,13624.8,1609,2.712257449,1019
三連単,15,6,17,0.0031%,3573,15-6-17,88425.2,397,2.704930725,1020
三連単,8,17,11,0.0031%,3561,8-17-11,86691.4,409,2.704925853,1021
三連単,15,6,13,0.0091%,2545,15-6-13,29573.6,1075,2.702013812,1022
三連単,4,6,5,0.0094%,2492,4-6-5,28616.5,1107,2.700774717,1023
三連単,11,15,7,0.0214%,1355,11-15-7,12614.1,1681,2.700706855,1024
三連単,7,8,4,0.0281%,958,7-8-4,9601,1864,2.698227325,1025
三連単,7,1,12,0.0326%,781,7-1-12,8264,1981,2.697156748,1026
三連単,6,12,5,0.0012%,3968,6-12-5,226731.4,55,2.696202086,1027
三連単,4,9,7,0.1039%,21,4-9-7,2587.8,2663,2.687706604,1028
三連単,8,5,7,0.0262%,1043,8-5-7,10234.4,1824,2.686045477,1029
三連単,8,14,11,0.0136%,2042,8-14-11,19781.9,1353,2.682851777,1030
三連単,17,1,10,0.0047%,3273,17-1-10,56682.8,622,2.674834026,1031
三連単,5,1,12,0.0187%,1559,5-1-12,14239.1,1582,2.669348874,1032
三連単,7,15,4,0.0276%,980,7-15-4,9685.1,1859,2.669134329,1033
三連単,4,1,8,0.0530%,288,4-1-8,5018.4,2293,2.658835102,1034
三連単,10,7,11,0.0063%,3003,10-7-11,41907.7,823,2.653917711,1035
三連単,8,11,4,0.0115%,2232,8-11-4,22908.1,1255,2.645209952,1036
三連単,15,17,13,0.0137%,2031,15-17-13,19349,1378,2.643840083,1037
三連単,7,6,10,0.0036%,3490,7-6-10,74306.9,493,2.643520173,1038
三連単,9,8,15,0.0228%,1283,9-8-15,11558.8,1742,2.63990272,1039
三連単,17,4,9,0.0090%,2564,17-4-9,29279.8,1084,2.638917789,1040
三連単,10,14,9,0.0114%,2255,10-14-9,23027.4,1250,2.633819271,1041
三連単,8,17,9,0.0056%,3114,8-17-9,47286.2,747,2.633761031,1042
三連単,17,6,8,0.0009%,4007,17-6-8,285242.8,12,2.631458591,1043
三連単,14,11,10,0.0102%,2394,14-11-10,25779.9,1184,2.630932048,1044
三連単,3,5,12,0.0134%,2051,3-5-12,19563.1,1367,2.62790275,1045
三連単,3,8,10,0.0084%,2657,3-8-10,31245.6,1038,2.627565909,1046
三連単,4,9,6,0.0281%,954,4-9-6,9317.7,1882,2.622354687,1047
三連単,8,9,4,0.0301%,871,8-9-4,8711.8,1936,2.621082417,1048
三連単,15,14,13,0.0594%,222,15-14-13,4405.8,2361,2.616680905,1049
三連単,14,4,6,0.0098%,2442,14-4-6,26714.5,1161,2.612199621,1050
三連単,8,17,13,0.0055%,3122,8-17-13,47034.7,750,2.607370905,1051
三連単,14,15,4,0.0204%,1410,14-15-4,12796.7,1670,2.606408717,1052
三連単,8,10,11,0.0032%,3542,8-10-11,80386.6,449,2.603451542,1053
三連単,7,5,17,0.0141%,1976,7-5-17,18383.6,1406,2.601120945,1054
三連単,10,6,5,0.0017%,3860,10-6-5,155132,168,2.600715548,1055
三連単,8,4,13,0.0279%,965,8-4-13,9298.1,1883,2.598355831,1056
三連単,17,5,11,0.0046%,3297,17-5-11,57048.5,621,2.596895764,1057
三連単,4,10,13,0.0153%,1858,4-10-13,16939.7,1464,2.59242862,1058
三連単,4,11,15,0.0243%,1166,4-11-15,10653.6,1795,2.592131999,1059
三連単,15,9,3,0.0601%,212,15-9-3,4315.5,2377,2.59194926,1060
三連単,8,15,2,0.0109%,2318,8-15-2,23643.1,1228,2.582624131,1061
三連単,17,7,6,0.0022%,3751,17-7-6,119493.6,257,2.57841242,1062
三連単,11,15,17,0.0069%,2887,11-15-17,37468.3,906,2.578401042,1063
三連単,15,3,4,0.0374%,603,15-3-4,6892,2104,2.577718079,1064
三連単,4,17,2,0.0079%,2728,4-17-2,32750.1,1006,2.576407915,1065
三連単,10,4,6,0.0037%,3449,10-4-6,69082.2,519,2.574443347,1066
三連単,5,7,10,0.0131%,2082,5-7-10,19606.4,1361,2.574044469,1067
三連単,10,8,2,0.0053%,3174,10-8-2,48853.7,714,2.570986379,1068
三連単,10,17,14,0.0021%,3773,10-17-14,124542.6,239,2.565928891,1069
三連単,15,2,14,0.0180%,1630,15-2-14,14262.1,1581,2.565275196,1070
三連単,3,12,5,0.0080%,2710,3-12-5,31693.6,1026,2.547449494,1071
三連単,4,17,13,0.0147%,1908,4-17-13,17270.5,1453,2.5463583,1072
三連単,8,5,4,0.0202%,1419,8-5-4,12578.2,1684,2.543438651,1073
三連単,10,4,1,0.0131%,2081,10-4-1,19349,1378,2.541951679,1074
三連単,15,7,13,0.0587%,229,15-7-13,4328.2,2374,2.540671245,1075
三連単,3,10,12,0.0031%,3572,3-10-12,82640.4,439,2.535218535,1076
三連単,8,7,4,0.0191%,1520,8-7-4,13257.1,1636,2.533848723,1077
三連単,8,9,14,0.0295%,894,8-9-14,8584.9,1950,2.531729304,1078
三連単,5,12,3,0.0075%,2786,5-12-3,33879.4,980,2.530477204,1079
三連単,10,5,13,0.0119%,2194,10-5-13,21256,1300,2.530176841,1080
三連単,5,12,13,0.0115%,2246,5-12-13,21996.3,1281,2.527567485,1081
三連単,12,2,5,0.0106%,2365,12-2-5,23834.3,1224,2.521517207,1082
三連単,9,8,17,0.0120%,2176,9-8-17,20953.8,1308,2.519950391,1083
三連単,5,14,17,0.0078%,2738,5-14-17,32390.2,1011,2.51747258,1084
三連単,15,7,2,0.0313%,826,15-7-2,8031.3,1994,2.515442488,1085
三連単,17,12,6,0.0011%,3984,17-12-6,232698,46,2.514687118,1086
三連単,8,17,1,0.0055%,3129,8-17-1,45580,773,2.514278181,1087
三連単,9,5,10,0.0248%,1128,9-5-10,10117.3,1833,2.509574769,1088
三連単,4,9,14,0.0784%,77,4-9-14,3195.7,2556,2.506560527,1089
三連単,7,13,10,0.0331%,763,7-13-10,7570.6,2043,2.504151637,1090
三連単,9,11,12,0.0187%,1558,9-11-12,13317,1628,2.496678783,1091
三連単,8,6,17,0.0012%,3954,8-6-17,200966.5,81,2.494086686,1092
三連単,11,7,17,0.0080%,2712,11-7-17,31135.6,1042,2.492431636,1093
三連単,7,11,8,0.0187%,1562,7-11-8,13317,1628,2.491740661,1094
三連単,4,6,7,0.0103%,2389,4-6-7,24226.1,1214,2.487919044,1095
三連単,17,5,9,0.0081%,2695,17-5-9,30491.4,1057,2.47770877,1096
三連単,17,10,12,0.0014%,3927,17-10-12,176850.5,121,2.473854346,1097
三連単,14,11,8,0.0138%,2007,14-11-8,17863.6,1427,2.470265505,1098
三連単,11,5,15,0.0161%,1788,11-5-15,15325,1511,2.464808009,1099
三連単,14,4,15,0.0220%,1325,14-4-15,11178.9,1767,2.462283779,1100
三連単,10,9,17,0.0059%,3064,10-9-17,41514.2,835,2.461686499,1101
三連単,10,9,14,0.0139%,1995,10-9-14,17614.5,1437,2.454155811,1102
三連単,10,11,15,0.0043%,3345,10-11-15,56682.8,622,2.449805699,1103
三連単,5,10,17,0.0019%,3832,5-10-17,131978,216,2.449569823,1104
三連単,1,17,8,0.0105%,2369,1-17-8,23269.8,1243,2.449406704,1105
三連単,8,2,12,0.0070%,2865,8-2-12,34813,956,2.445728966,1106
三連単,1,11,12,0.0267%,1023,1-11-12,9144.2,1902,2.440189732,1107
三連単,17,4,11,0.0050%,3220,17-4-11,48319.8,723,2.439609289,1108
三連単,15,11,1,0.0353%,670,15-11-1,6908.2,2101,2.437808293,1109
三連単,17,8,3,0.0044%,3341,17-8-3,55965.3,629,2.437773736,1110
三連単,6,12,7,0.0013%,3945,6-12-7,188138.8,103,2.434445382,1111
三連単,6,12,8,0.0010%,3998,6-12-8,252643.6,27,2.433287454,1112
三連単,1,12,9,0.0293%,901,1-12-9,8287.2,1980,2.432129943,1113
三連単,17,2,12,0.0023%,3736,17-2-12,107835.6,299,2.431783247,1114
三連単,7,17,4,0.0075%,2789,7-17-4,32509.2,1008,2.425982408,1115
三連単,14,6,8,0.0036%,3488,14-6-8,68019.4,523,2.423319833,1116
三連単,1,7,12,0.0442%,453,1-7-12,5482,2238,2.421463814,1117
三連単,4,15,3,0.0354%,664,4-15-3,6838.7,2110,2.420397553,1118
三連単,14,10,15,0.0045%,3299,14-10-15,53268.2,663,2.415870044,1119
三連単,3,12,4,0.0067%,2924,3-12-4,35799.7,938,2.41238205,1120
三連単,8,11,14,0.0113%,2267,8-11-14,21307.2,1299,2.411607953,1121
三連単,4,14,9,0.0644%,166,4-14-9,3743.6,2462,2.410520815,1122
三連単,15,9,1,0.0919%,36,15-9-1,2621.5,2659,2.41038387,1123
三連単,7,9,8,0.0488%,357,7-9-8,4942.7,2301,2.40969676,1124
三連単,3,12,7,0.0087%,2611,3-12-7,27546.8,1137,2.409273261,1125
三連単,3,12,6,0.0024%,3716,3-12-6,101638.2,331,2.408814898,1126
三連単,11,6,8,0.0029%,3612,11-6-8,83420,430,2.407002649,1127
三連単,4,11,7,0.0399%,549,4-11-7,6019.4,2186,2.399399982,1128
三連単,17,3,10,0.0035%,3510,17-3-10,69082.2,519,2.398972787,1129
三連単,5,9,10,0.0207%,1388,5-9-10,11589.1,1737,2.395016594,1130
三連単,9,8,7,0.0374%,602,9-8-7,6398.3,2156,2.394023967,1131
三連単,8,10,6,0.0016%,3876,8-10-6,147375.4,181,2.393640399,1132
三連単,5,14,8,0.0180%,1629,5-14-8,13297,1632,2.393331937,1133
三連単,5,9,8,0.0280%,963,5-9-8,8543.5,1955,2.392439069,1134
三連単,7,8,5,0.0335%,738,7-8-5,7136.8,2084,2.392395086,1135
三連単,14,7,6,0.0083%,2668,14-7-6,28709.5,1104,2.39237612,1136
三連単,10,3,15,0.0057%,3100,10-3-15,42107.2,820,2.391462406,1137
三連単,1,8,6,0.0144%,1940,1-8-6,16559,1469,2.389742832,1138
三連単,9,5,8,0.0336%,735,9-5-8,7108.1,2089,2.389105269,1139
三連単,7,15,14,0.0270%,1005,7-15-14,8842.5,1926,2.388639653,1140
三連単,8,6,7,0.0039%,3421,8-6-7,61835.8,577,2.387605424,1141
三連単,6,12,4,0.0010%,3990,6-12-4,238987.2,39,2.382583353,1142
三連単,15,9,13,0.0924%,34,15-9-13,2575.7,2667,2.38000056,1143
三連単,17,14,4,0.0062%,3026,17-14-4,38279.3,896,2.37616612,1144
三連単,10,14,11,0.0064%,2988,10-14-11,36998,916,2.370591427,1145
三連単,7,14,17,0.0135%,2044,7-14-17,17509.9,1442,2.369342612,1146
三連単,8,10,1,0.0057%,3095,8-10-1,41320.2,837,2.365853839,1147
三連単,7,14,6,0.0114%,2259,7-14-6,20708.4,1314,2.362419404,1148
三連単,14,5,7,0.0325%,785,14-5-7,7253.9,2075,2.360013328,1149
三連単,10,5,1,0.0118%,2201,10-5-1,19870.8,1348,2.353635772,1150
三連単,8,6,10,0.0021%,3761,8-6-10,110531.5,286,2.344368306,1151
三連単,17,6,12,0.0009%,4009,17-6-12,260074.3,21,2.34361082,1152
三連単,4,14,11,0.0361%,637,4-14-11,6487.5,2146,2.340109684,1153
三連単,7,4,6,0.0132%,2071,7-4-6,17685,1433,2.339840033,1154
三連単,10,14,13,0.0114%,2260,10-14-13,20468.8,1325,2.330107364,1155
三連単,12,6,2,0.0024%,3720,12-6-2,98250.3,354,2.315024735,1156
三連単,11,4,5,0.0269%,1014,11-4-5,8618.4,1946,2.314738568,1157
三連単,7,10,4,0.0077%,2745,7-10-4,29873.4,1069,2.313942213,1158
三連単,8,10,13,0.0058%,3092,8-10-13,40193.3,860,2.312728176,1159
三連単,5,8,11,0.0113%,2266,5-8-11,20421.5,1327,2.311896122,1160
三連単,10,13,7,0.0170%,1713,10-13-7,13624.8,1609,2.310890308,1161
三連単,12,3,2,0.0120%,2178,12-3-2,19222.8,1383,2.310265838,1162
三連単,10,9,4,0.0142%,1966,10-9-4,16224.8,1478,2.306226281,1163
三連単,8,1,15,0.0163%,1769,8-1-15,14102.9,1585,2.303839495,1164
三連単,11,8,1,0.0209%,1380,11-8-1,11039.3,1776,2.302404379,1165
三連単,17,11,5,0.0044%,3320,17-11-5,52014.8,680,2.299646838,1166
三連単,17,10,4,0.0015%,3908,17-10-4,155132,168,2.299595047,1167
三連単,17,3,8,0.0047%,3276,17-3-8,48853.7,714,2.298808894,1168
三連単,14,8,1,0.0258%,1075,14-8-1,8922.8,1921,2.297802951,1169
三連単,8,14,5,0.0231%,1261,8-14-5,9935.4,1842,2.291762723,1170
三連単,12,2,11,0.0062%,3023,12-2-11,36843.8,922,2.29175577,1171
三連単,9,12,11,0.0116%,2231,9-12-11,19826.2,1352,2.289993369,1172
三連単,10,7,9,0.0113%,2270,10-7-9,20234.6,1334,2.287446022,1173
三連単,7,4,15,0.0298%,879,7-4-15,7669.1,2038,2.285626299,1174
三連単,7,17,15,0.0059%,3069,7-17-15,38613.6,890,2.282869792,1175
三連単,8,3,15,0.0120%,2177,8-3-15,18975.3,1388,2.281109123,1176
三連単,11,17,7,0.0058%,3080,11-17-7,39300.1,877,2.278399495,1177
三連単,7,8,9,0.0352%,674,7-8-9,6473.2,2149,2.277484279,1178
三連単,14,7,17,0.0099%,2430,14-7-17,22967.6,1253,2.270142865,1179
三連単,10,11,4,0.0055%,3134,10-11-4,41514.2,835,2.264735748,1180
三連単,15,2,5,0.0219%,1333,15-2-5,10342.1,1816,2.263691702,1181
三連単,8,7,9,0.0239%,1199,8-7-9,9457.2,1871,2.262919058,1182
三連単,10,14,2,0.0061%,3042,10-14-2,37153.4,911,2.256677532,1183
三連単,7,17,6,0.0026%,3660,7-17-6,85849.7,414,2.253200863,1184
三連単,10,6,7,0.0018%,3841,10-6-7,122812.8,248,2.240350613,1185
三連単,10,11,17,0.0023%,3732,10-11-17,98250.3,354,2.235981742,1186
三連単,8,7,5,0.0228%,1286,8-7-5,9803.2,1849,2.234947483,1187
三連単,4,6,14,0.0078%,2743,4-6-14,28803,1101,2.233837137,1188
三連単,15,3,9,0.0468%,394,15-3-9,4769.4,2318,2.233202945,1189
三連単,10,11,6,0.0019%,3817,10-11-6,116349,263,2.232355103,1190
三連単,17,5,1,0.0080%,2708,17-5-1,27719.5,1132,2.230772787,1191
三連単,17,15,2,0.0035%,3503,17-15-2,63615.3,561,2.230561445,1192
三連単,11,10,7,0.0060%,3052,11-10-7,36998,916,2.226388542,1193
三連単,11,8,9,0.0211%,1373,11-8-9,10564.5,1799,2.224805049,1194
三連単,14,4,7,0.0361%,636,14-4-7,6144.9,2175,2.217392494,1195
三連単,4,3,17,0.0168%,1725,4-3-17,13158.5,1640,2.215378741,1196
三連単,4,10,1,0.0152%,1866,4-10-1,14543.6,1557,2.21476465,1197
三連単,6,7,12,0.0019%,3828,6-7-12,117900.3,260,2.214739572,1198
三連単,17,9,7,0.0125%,2138,17-9-7,17614.5,1437,2.207939303,1199
三連単,5,17,15,0.0034%,3524,5-17-15,65018.5,551,2.207927018,1200
三連単,1,4,10,0.0392%,561,1-4-10,5628.5,2224,2.20411704,1201
三連単,8,3,17,0.0063%,3005,8-3-17,34813,956,2.203702089,1202
三連単,7,10,14,0.0076%,2771,7-10-14,28991.8,1095,2.201163396,1203
三連単,6,9,12,0.0030%,3601,6-9-12,74306.9,493,2.197240161,1204
三連単,17,8,2,0.0036%,3484,17-8-2,61406.4,582,2.195644345,1205
三連単,14,6,10,0.0026%,3657,14-6-10,83420,430,2.1933194,1206
三連単,14,5,4,0.0251%,1115,14-5-4,8746.3,1933,2.192396284,1207
三連単,7,14,15,0.0257%,1080,7-14-15,8502.4,1959,2.184900729,1208
三連単,9,4,10,0.0275%,983,9-4-10,7930.5,2010,2.181830171,1209
三連単,15,13,14,0.0668%,144,15-13-14,3262.9,2541,2.18050175,1210
三連単,11,10,5,0.0055%,3127,11-10-5,39300.1,877,2.173379021,1211
三連単,8,13,7,0.0359%,645,8-13-7,6044.1,2183,2.169856693,1212
三連単,5,11,10,0.0079%,2718,5-11-10,27291.7,1144,2.164650084,1213
三連単,11,6,10,0.0021%,3759,11-6-10,101638.2,331,2.16429822,1214
三連単,5,15,14,0.0155%,1834,5-15-14,13925.2,1593,2.160647555,1215
三連単,11,12,2,0.0064%,2991,11-12-2,33750.1,985,2.156330437,1216
三連単,7,9,17,0.0211%,1374,7-9-17,10234.4,1824,2.154578793,1217
三連単,11,9,8,0.0292%,909,11-9-8,7362.6,2063,2.148503177,1218
三連単,15,2,4,0.0184%,1592,15-2-4,11696.4,1731,2.146314944,1219
三連単,7,6,8,0.0048%,3256,7-6-8,44434.8,783,2.142017235,1220
三連単,8,4,1,0.0278%,968,8-4-1,7702.5,2036,2.141858068,1221
三連単,14,1,10,0.0182%,1608,14-1-10,11743,1728,2.14003411,1222
三連単,5,15,4,0.0158%,1811,5-15-4,13500,1623,2.137012243,1223
三連単,8,13,15,0.0219%,1329,8-13-15,9738.4,1858,2.134019086,1224
三連単,5,8,9,0.0202%,1422,5-8-9,10539.3,1802,2.129879577,1225
三連単,11,9,10,0.0215%,1350,11-9-10,9879.9,1843,2.127703446,1226
三連単,3,7,12,0.0127%,2125,3-7-12,16715.5,1468,2.122366424,1227
三連単,9,12,13,0.0205%,1399,9-12-13,10330,1818,2.119825693,1228
三連単,6,12,15,0.0008%,4021,6-12-15,267955.3,17,2.11638803,1229
三連単,9,12,1,0.0204%,1406,9-12-1,10342.1,1816,2.111850312,1230
三連単,17,4,1,0.0089%,2580,17-4-1,23580,1231,2.104740745,1231
三連単,9,8,6,0.0101%,2402,9-8-6,20757.1,1312,2.104563969,1232
三連単,10,17,15,0.0017%,3865,10-17-15,126321.8,230,2.103561579,1233
三連単,11,14,5,0.0232%,1251,11-14-5,9078.5,1907,2.102416479,1234
三連単,14,10,17,0.0024%,3712,14-10-17,87549.7,404,2.090808379,1235
三連単,3,15,10,0.0082%,2681,3-15-10,25336.7,1194,2.0893878,1236
三連単,17,7,14,0.0060%,3053,17-7-14,34676.5,962,2.085318905,1237
三連単,17,9,4,0.0097%,2461,17-9-4,21567.1,1291,2.082861337,1238
