馬券種類,馬1,馬2,馬3,確率,確率順位,key,３連単オッズ,オッズ順位,期待値,期待値順位
三連単,2,9,5,0.0160%,1798,2-9-5,419.8,3233,0.06720821091,3235
三連単,9,2,11,0.0090%,2567,9-2-11,744.8,3121,0.06690640699,3236
三連単,13,7,1,0.0284%,936,13-7-1,227.9,3311,0.06479499281,3237
三連単,2,7,4,0.0085%,2640,2-7-4,751.3,3118,0.0640597664,3238
三連単,6,1,3,0.0017%,3850,6-1-3,3676.7,2470,0.06394853822,3239
三連単,7,1,2,0.0230%,1268,7-1-2,277.2,3290,0.06373755723,3240
三連単,13,5,2,0.0161%,1783,13-5-2,388.3,3248,0.06262791509,3241
三連単,13,2,15,0.0071%,2852,13-2-15,881.7,3060,0.0623911458,3242
三連単,3,7,2,0.0089%,2575,3-7-2,696.7,3138,0.0623208138,3243
三連単,1,7,2,0.0311%,834,1-7-2,199.4,3321,0.06205123318,3244
三連単,3,13,1,0.0241%,1181,3-13-1,255.6,3299,0.06170699369,3245
三連単,6,2,13,0.0010%,3997,6-2-13,6384.4,2159,0.06167989544,3246
三連単,1,2,14,0.0179%,1641,1-2-14,342.2,3266,0.06115432956,3247
三連単,2,5,9,0.0113%,2271,2-5-9,539.8,3191,0.0609606737,3248
三連単,2,6,3,0.0011%,3985,2-6-3,5646.5,2222,0.06069094306,3249
三連単,3,1,9,0.0182%,1612,3-1-9,328.8,3269,0.05975047984,3250
三連単,13,1,7,0.0321%,797,13-1-7,186,3323,0.05972265123,3251
三連単,2,9,11,0.0094%,2496,2-9-11,632.1,3154,0.05949905571,3252
三連単,13,1,4,0.0247%,1136,13-1-4,240.4,3302,0.05947197952,3253
三連単,7,2,3,0.0101%,2406,7-2-3,586.8,3170,0.05934487265,3254
三連単,2,5,7,0.0117%,2214,2-5-7,505.6,3203,0.05919674822,3255
三連単,5,1,2,0.0132%,2073,5-1-2,442.9,3223,0.05849446716,3256
三連単,3,2,14,0.0051%,3203,3-2-14,1128.4,2988,0.0579658654,3257
三連単,2,4,3,0.0081%,2698,2-4-3,711,3135,0.05761391899,3258
三連単,2,7,11,0.0060%,3057,2-7-11,963.3,3037,0.05760301474,3259
三連単,7,2,13,0.0156%,1831,7-2-13,369.7,3257,0.05752133467,3260
三連単,13,11,1,0.0172%,1699,13-11-1,333.5,3267,0.05728380875,3261
三連単,9,1,2,0.0236%,1225,9-1-2,240.3,3303,0.05667735628,3262
三連単,13,3,11,0.0128%,2119,13-3-11,439.7,3225,0.05613835801,3263
三連単,2,1,15,0.0073%,2816,2-1-15,769.9,3110,0.05610711311,3264
三連単,2,11,9,0.0064%,2978,2-11-9,869.8,3067,0.05609247306,3265
三連単,13,11,2,0.0092%,2533,13-11-2,601.3,3162,0.05538090831,3266
三連単,13,11,3,0.0112%,2283,13-11-3,492.5,3207,0.05525878184,3267
三連単,2,9,7,0.0174%,1682,2-9-7,313.3,3274,0.05457844905,3268
三連単,13,2,6,0.0031%,3555,13-2-6,1734.8,2830,0.05449690184,3269
三連単,13,9,1,0.0448%,441,13-9-1,121.1,3346,0.05419782942,3270
三連単,5,2,3,0.0058%,3077,5-2-3,910.9,3053,0.05291401536,3271
三連単,6,2,3,0.0006%,4041,6-2-3,8264,1981,0.05189523006,3272
三連単,2,13,14,0.0121%,2167,2-13-14,427.6,3230,0.05171755227,3273
三連単,13,9,2,0.0240%,1192,13-9-2,214,3317,0.05135519075,3274
三連単,13,9,3,0.0292%,905,13-9-3,175.5,3327,0.05130667795,3275
三連単,9,2,3,0.0104%,2379,9-2-3,488,3209,0.05062517572,3276
三連単,5,2,13,0.0089%,2577,5-2-13,564.9,3181,0.05048449293,3277
三連単,2,6,1,0.0016%,3871,2-6-1,3029.3,2585,0.04984571318,3278
三連単,9,2,13,0.0160%,1802,9-2-13,310.8,3276,0.04960370757,3279
三連単,2,4,1,0.0124%,2148,2-4-1,397.2,3240,0.04927288965,3280
三連単,2,1,17,0.0038%,3428,2-1-17,1253.7,2953,0.0481095453,3281
三連単,2,3,8,0.0065%,2963,2-3-8,727.6,3130,0.04758193319,3282
三連単,13,3,9,0.0228%,1289,13-3-9,204.2,3318,0.04653948599,3283
三連単,2,7,5,0.0102%,2399,2-7-5,456,3217,0.04637715606,3284
三連単,2,11,3,0.0042%,3372,2-11-3,1103.9,2992,0.04605438584,3285
三連単,2,11,13,0.0064%,2983,2-11-13,714,3133,0.04582746985,3286
三連単,2,13,4,0.0123%,2153,2-13-4,370.4,3256,0.0457048193,3287
三連単,6,2,1,0.0010%,3999,6-2-1,4629.5,2338,0.0445053476,3288
三連単,1,2,4,0.0182%,1606,1-2-4,239.3,3304,0.04362954215,3289
三連単,3,2,11,0.0037%,3463,3-2-11,1177.5,2972,0.0432785405,3290
三連単,13,2,14,0.0088%,2609,13-2-14,493.3,3206,0.04318799081,3291
三連単,3,1,13,0.0181%,1624,3-1-13,238.3,3306,0.04309988533,3292
三連単,2,1,6,0.0032%,3545,2-1-6,1310,2933,0.04238138827,3293
三連単,1,2,11,0.0128%,2118,1-2-11,329.1,3268,0.04208017435,3294
三連単,7,2,1,0.0155%,1840,7-2-1,271.3,3292,0.04200334396,3295
三連単,1,13,2,0.0450%,435,1-13-2,93.2,3353,0.04197205484,3296
三連単,13,7,2,0.0152%,1863,13-7-2,267.8,3294,0.04082634641,3297
三連単,13,1,11,0.0173%,1687,13-1-11,234.8,3307,0.04073687541,3298
三連単,3,2,5,0.0063%,3019,3-2-5,648.6,3149,0.04054564863,3299
三連単,3,13,2,0.0129%,2104,3-13-2,303.6,3280,0.03930140975,3300
三連単,1,2,5,0.0217%,1340,1-2-5,179.8,3325,0.03910163821,3301
三連単,2,11,1,0.0064%,2993,2-11-1,610,3160,0.03895938321,3302
三連単,2,5,3,0.0073%,2811,2-5-3,531.1,3194,0.03880156622,3303
三連単,2,5,13,0.0112%,2280,2-5-13,344.9,3264,0.03876613965,3304
三連単,3,2,4,0.0052%,3180,3-2-4,738.7,3125,0.03871400468,3305
三連単,5,2,1,0.0089%,2587,5-2-1,435,3229,0.03868389981,3306
三連単,2,7,9,0.0107%,2347,2-7-9,359.3,3259,0.03835336512,3307
三連単,13,3,1,0.0226%,1299,13-3-1,168.4,3331,0.03801062274,3308
三連単,2,3,14,0.0066%,2941,2-3-14,571.4,3178,0.03791291891,3309
三連単,2,13,11,0.0087%,2623,2-13-11,420.1,3232,0.03635426688,3310
三連単,9,2,1,0.0159%,1807,9-2-1,228.2,3310,0.0362412641,3311
三連単,13,1,9,0.0310%,838,13-1-9,114.7,3348,0.03552349149,3312
三連単,2,3,11,0.0047%,3268,2-3-11,740.9,3123,0.03517296864,3313
三連単,2,1,8,0.0089%,2589,2-1-8,392.4,3245,0.03487102982,3314
三連単,3,2,7,0.0068%,2912,3-2-7,509.8,3199,0.03467752026,3315
三連単,2,13,5,0.0147%,1909,2-13-5,230.5,3309,0.03392573433,3316
三連単,2,3,4,0.0068%,2917,2-3-4,478.3,3211,0.03237711289,3317
三連単,2,9,13,0.0167%,1736,2-9-13,187.5,3322,0.03135672111,3318
三連単,13,2,4,0.0089%,2579,13-2-4,344.9,3264,0.03080603694,3319
三連単,2,5,1,0.0112%,2286,2-5-1,275.2,3291,0.03077955667,3320
三連単,1,2,7,0.0237%,1218,1-2-7,127.8,3345,0.030242453,3321
三連単,3,2,9,0.0066%,2960,3-2-9,446.7,3220,0.02930827431,3322
三連単,2,3,5,0.0081%,2703,2-3-5,359.8,3258,0.0290513425,3323
三連単,2,1,14,0.0090%,2561,2-1-14,311.8,3275,0.02811314799,3324
三連単,2,9,3,0.0109%,2328,2-9-3,257.8,3296,0.02802372597,3325
三連単,13,3,2,0.0121%,2166,13-3-2,227.7,3312,0.02755870151,3326
三連単,13,1,3,0.0200%,1435,13-1-3,137,3343,0.02744914814,3327
三連単,1,3,2,0.0247%,1138,1-3-2,110.7,3350,0.02734882426,3328
三連単,13,2,5,0.0107%,2352,13-2-5,256.3,3297,0.02730602934,3329
三連単,2,13,7,0.0160%,1797,2-13-7,167.4,3333,0.026809868,3330
三連単,1,2,9,0.0228%,1285,1-2-9,111.8,3349,0.02551843617,3331
三連単,2,3,7,0.0088%,2606,2-3-7,284.4,3287,0.02498708156,3332
三連単,2,13,9,0.0154%,1844,2-13-9,158.3,3337,0.02445379285,3333
三連単,2,7,3,0.0069%,2882,2-7-3,349.5,3261,0.02413512291,3334
三連単,2,7,13,0.0106%,2355,2-7-13,225.1,3314,0.02391466142,3335
三連単,13,2,7,0.0116%,2222,13-2-7,201.2,3319,0.02332484775,3336
三連単,13,2,11,0.0063%,3018,13-2-11,372,3253,0.02330221842,3337
三連単,2,9,1,0.0166%,1743,2-9-1,136.3,3344,0.02268191905,3338
三連単,2,1,4,0.0092%,2534,2-1-4,238.4,3305,0.02192958291,3339
三連単,2,1,11,0.0065%,2977,2-1-11,328.3,3270,0.02117906069,3340
三連単,2,3,9,0.0085%,2645,2-3-9,248.2,3301,0.02103360974,3341
三連単,3,2,13,0.0065%,2965,3-2-13,291.6,3284,0.01904163774,3342
三連単,2,7,1,0.0106%,2366,2-7-1,179.2,3326,0.01894442011,3343
三連単,13,2,9,0.0112%,2288,13-2-9,166.4,3335,0.01860673855,3344
三連単,2,1,5,0.0110%,2312,2-1-5,164.7,3336,0.01807111829,3345
三連単,1,2,13,0.0227%,1295,1-2-13,76.2,3358,0.01731050381,3346
三連単,13,1,2,0.0164%,1758,13-1-2,93,3354,0.01529554834,3347
三連単,2,13,3,0.0100%,2416,2-13-3,148.3,3339,0.0148204893,3348
三連単,2,3,13,0.0084%,2654,2-3-13,174.6,3328,0.01472647342,3349
三連単,2,1,7,0.0119%,2187,2-1-7,118.6,3347,0.01415979655,3350
三連単,3,1,2,0.0097%,2463,3-1-2,143.8,3341,0.01387708825,3351
三連単,13,2,3,0.0072%,2824,13-2-3,173.4,3329,0.01254359732,3352
三連単,2,1,9,0.0115%,2238,2-1-9,103.9,3351,0.01196503475,3353
三連単,2,13,1,0.0153%,1859,2-13-1,78,3356,0.01193320138,3354
三連単,1,2,3,0.0148%,1904,1-2-3,76.4,3357,0.01128136598,3355
三連単,13,2,1,0.0111%,2303,13-2-1,88.7,3355,0.009822852126,3356
三連単,3,2,1,0.0065%,2968,3-2-1,144.3,3340,0.009376433529,3357
三連単,2,3,1,0.0084%,2660,2-3-1,100.3,3352,0.008418021304,3358
三連単,2,1,13,0.0115%,2252,2-1-13,68.5,3360,0.007851117407,3359
三連単,2,1,3,0.0074%,2790,2-1-3,75.4,3359,0.005617276989,3360
三連単,16,9,7,0.1244%,1,16-9-7,0,3361,0,3361
三連単,4,16,7,0.1199%,2,4-16-7,0,3361,0,3361
三連単,16,9,13,0.1194%,3,16-9-13,0,3361,0,3361
三連単,16,9,1,0.1189%,4,16-9-1,0,3361,0,3361
三連単,4,16,9,0.1156%,5,4-16-9,0,3361,0,3361
三連単,4,16,13,0.1151%,6,4-16-13,0,3361,0,3361
三連単,4,16,1,0.1145%,7,4-16-1,0,3361,0,3361
三連単,16,13,7,0.1144%,8,16-13-7,0,3361,0,3361
三連単,16,9,5,0.1143%,9,16-9-5,0,3361,0,3361
三連単,15,16,7,0.1111%,10,15-16-7,0,3361,0,3361
三連単,1,16,7,0.1104%,11,1-16-7,0,3361,0,3361
三連単,16,13,9,0.1103%,12,16-13-9,0,3361,0,3361
三連単,4,16,5,0.1102%,13,4-16-5,0,3361,0,3361
三連単,16,13,1,0.1093%,14,16-13-1,0,3361,0,3361
三連単,15,16,9,0.1072%,15,15-16-9,0,3361,0,3361
三連単,15,16,13,0.1067%,16,15-16-13,0,3361,0,3361
三連単,1,16,9,0.1065%,17,1-16-9,0,3361,0,3361
三連単,15,16,1,0.1061%,18,15-16-1,0,3361,0,3361
三連単,1,16,13,0.1060%,19,1-16-13,0,3361,0,3361
三連単,16,13,5,0.1051%,20,16-13-5,0,3361,0,3361
三連単,15,16,5,0.1021%,22,15-16-5,0,3361,0,3361
三連単,1,16,5,0.1014%,23,1-16-5,0,3361,0,3361
三連単,16,9,4,0.0959%,27,16-9-4,0,3361,0,3361
三連単,16,9,14,0.0940%,31,16-9-14,0,3361,0,3361
三連単,16,4,7,0.0928%,32,16-4-7,0,3361,0,3361
三連単,16,9,8,0.0926%,33,16-9-8,0,3361,0,3361
三連単,4,16,14,0.0905%,39,4-16-14,0,3361,0,3361
三連単,16,9,12,0.0905%,40,16-9-12,0,3361,0,3361
三連単,16,4,9,0.0895%,41,16-4-9,0,3361,0,3361
三連単,4,16,8,0.0892%,42,4-16-8,0,3361,0,3361
三連単,16,4,13,0.0890%,43,16-4-13,0,3361,0,3361
三連単,16,4,1,0.0886%,44,16-4-1,0,3361,0,3361
三連単,16,13,4,0.0881%,47,16-13-4,0,3361,0,3361
三連単,4,16,12,0.0872%,51,4-16-12,0,3361,0,3361
三連単,16,13,14,0.0864%,52,16-13-14,0,3361,0,3361
三連単,15,16,4,0.0856%,53,15-16-4,0,3361,0,3361
三連単,16,1,7,0.0853%,55,16-1-7,0,3361,0,3361
三連単,16,4,5,0.0852%,56,16-4-5,0,3361,0,3361
三連単,16,13,8,0.0851%,57,16-13-8,0,3361,0,3361
三連単,1,16,4,0.0851%,58,1-16-4,0,3361,0,3361
三連単,15,16,14,0.0839%,61,15-16-14,0,3361,0,3361
三連単,16,5,7,0.0836%,62,16-5-7,0,3361,0,3361
三連単,1,16,14,0.0834%,63,1-16-14,0,3361,0,3361
三連単,16,13,12,0.0832%,64,16-13-12,0,3361,0,3361
三連単,15,16,8,0.0827%,65,15-16-8,0,3361,0,3361
三連単,16,1,9,0.0823%,66,16-1-9,0,3361,0,3361
三連単,1,16,8,0.0822%,67,1-16-8,0,3361,0,3361
三連単,16,1,13,0.0819%,68,16-1-13,0,3361,0,3361
三連単,15,16,12,0.0808%,71,15-16-12,0,3361,0,3361
三連単,16,5,9,0.0807%,72,16-5-9,0,3361,0,3361
三連単,16,5,13,0.0803%,73,16-5-13,0,3361,0,3361
三連単,1,16,12,0.0803%,74,1-16-12,0,3361,0,3361
三連単,16,14,7,0.0800%,75,16-14-7,0,3361,0,3361
三連単,16,5,1,0.0799%,76,16-5-1,0,3361,0,3361
三連単,16,1,5,0.0784%,78,16-1-5,0,3361,0,3361
三連単,16,9,3,0.0776%,79,16-9-3,0,3361,0,3361
三連単,9,16,7,0.0776%,80,9-16-7,0,3361,0,3361
三連単,16,14,9,0.0771%,82,16-14-9,0,3361,0,3361
三連単,16,14,13,0.0768%,83,16-14-13,0,3361,0,3361
三連単,16,14,1,0.0764%,84,16-14-1,0,3361,0,3361
三連単,16,7,9,0.0762%,85,16-7-9,0,3361,0,3361
三連単,16,9,15,0.0759%,86,16-9-15,0,3361,0,3361
三連単,16,7,13,0.0759%,87,16-7-13,0,3361,0,3361
三連単,16,7,1,0.0755%,89,16-7-1,0,3361,0,3361
三連単,4,16,3,0.0748%,90,4-16-3,0,3361,0,3361
三連単,9,16,13,0.0745%,91,9-16-13,0,3361,0,3361
三連単,9,16,1,0.0741%,93,9-16-1,0,3361,0,3361
三連単,16,14,5,0.0735%,95,16-14-5,0,3361,0,3361
三連単,4,9,16,0.0735%,96,4-9-16,0,3361,0,3361
三連単,4,16,15,0.0732%,97,4-16-15,0,3361,0,3361
三連単,7,16,9,0.0729%,98,7-16-9,0,3361,0,3361
三連単,16,7,5,0.0726%,100,16-7-5,0,3361,0,3361
三連単,7,16,13,0.0726%,101,7-16-13,0,3361,0,3361
三連単,7,16,1,0.0722%,102,7-16-1,0,3361,0,3361
三連単,16,13,3,0.0714%,107,16-13-3,0,3361,0,3361
三連単,9,16,5,0.0713%,109,9-16-5,0,3361,0,3361
三連単,16,4,14,0.0700%,113,16-4-14,0,3361,0,3361
三連単,16,13,15,0.0698%,115,16-13-15,0,3361,0,3361
三連単,7,16,5,0.0695%,118,7-16-5,0,3361,0,3361
三連単,15,16,3,0.0693%,120,15-16-3,0,3361,0,3361
三連単,16,8,7,0.0693%,121,16-8-7,0,3361,0,3361
三連単,16,4,8,0.0690%,123,16-4-8,0,3361,0,3361
三連単,1,16,3,0.0689%,124,1-16-3,0,3361,0,3361
三連単,16,9,10,0.0683%,130,16-9-10,0,3361,0,3361
三連単,15,9,16,0.0681%,133,15-9-16,0,3361,0,3361
三連単,16,15,7,0.0679%,134,16-15-7,0,3361,0,3361
三連単,1,9,16,0.0677%,136,1-9-16,0,3361,0,3361
三連単,4,13,16,0.0676%,137,4-13-16,0,3361,0,3361
三連単,16,4,12,0.0674%,138,16-4-12,0,3361,0,3361
三連単,1,16,15,0.0674%,139,1-16-15,0,3361,0,3361
三連単,16,9,11,0.0672%,141,16-9-11,0,3361,0,3361
三連単,16,8,9,0.0668%,143,16-8-9,0,3361,0,3361
三連単,16,8,13,0.0665%,147,16-8-13,0,3361,0,3361
三連単,16,8,1,0.0662%,149,16-8-1,0,3361,0,3361
三連単,4,16,10,0.0659%,153,4-16-10,0,3361,0,3361
三連単,16,1,4,0.0657%,154,16-1-4,0,3361,0,3361
三連単,16,15,9,0.0655%,155,16-15-9,0,3361,0,3361
三連単,16,15,13,0.0652%,159,16-15-13,0,3361,0,3361
三連単,16,15,1,0.0649%,160,16-15-1,0,3361,0,3361
三連単,4,16,11,0.0648%,162,4-16-11,0,3361,0,3361
三連単,16,5,4,0.0644%,164,16-5-4,0,3361,0,3361
三連単,16,1,14,0.0644%,165,16-1-14,0,3361,0,3361
三連単,16,9,2,0.0637%,172,16-9-2,0,3361,0,3361
三連単,16,8,5,0.0637%,173,16-8-5,0,3361,0,3361
三連単,16,1,8,0.0635%,176,16-1-8,0,3361,0,3361
三連単,16,5,14,0.0632%,180,16-5-14,0,3361,0,3361
三連単,16,13,10,0.0628%,183,16-13-10,0,3361,0,3361
三連単,16,3,7,0.0628%,184,16-3-7,0,3361,0,3361
三連単,15,13,16,0.0626%,185,15-13-16,0,3361,0,3361
三連単,16,15,5,0.0624%,187,16-15-5,0,3361,0,3361
三連単,16,5,8,0.0622%,189,16-5-8,0,3361,0,3361
三連単,1,13,16,0.0622%,190,1-13-16,0,3361,0,3361
三連単,16,1,12,0.0620%,192,16-1-12,0,3361,0,3361
三連単,16,13,11,0.0618%,195,16-13-11,0,3361,0,3361
三連単,16,14,4,0.0616%,199,16-14-4,0,3361,0,3361
三連単,4,16,2,0.0614%,201,4-16-2,0,3361,0,3361
三連単,15,16,10,0.0610%,203,15-16-10,0,3361,0,3361
三連単,16,7,4,0.0609%,204,16-7-4,0,3361,0,3361
三連単,16,5,12,0.0608%,205,16-5-12,0,3361,0,3361
三連単,1,16,10,0.0606%,206,1-16-10,0,3361,0,3361
三連単,16,3,9,0.0605%,209,16-3-9,0,3361,0,3361
三連単,16,3,13,0.0602%,210,16-3-13,0,3361,0,3361
三連単,15,16,11,0.0600%,213,15-16-11,0,3361,0,3361
三連単,16,3,1,0.0599%,214,16-3-1,0,3361,0,3361
三連単,9,16,4,0.0598%,215,9-16-4,0,3361,0,3361
三連単,16,7,14,0.0597%,216,16-7-14,0,3361,0,3361
三連単,1,16,11,0.0596%,219,1-16-11,0,3361,0,3361
三連単,16,14,8,0.0595%,221,16-14-8,0,3361,0,3361
三連単,16,7,8,0.0588%,228,16-7-8,0,3361,0,3361
三連単,16,13,2,0.0586%,231,16-13-2,0,3361,0,3361
三連単,9,16,14,0.0586%,232,9-16-14,0,3361,0,3361
三連単,7,16,4,0.0583%,237,7-16-4,0,3361,0,3361
三連単,16,14,12,0.0581%,238,16-14-12,0,3361,0,3361
三連単,16,4,3,0.0579%,240,16-4-3,0,3361,0,3361
三連単,9,16,8,0.0577%,242,9-16-8,0,3361,0,3361
三連単,16,3,5,0.0577%,243,16-3-5,0,3361,0,3361
三連単,16,7,12,0.0575%,245,16-7-12,0,3361,0,3361
三連単,7,16,14,0.0571%,246,7-16-14,0,3361,0,3361
三連単,15,16,2,0.0569%,248,15-16-2,0,3361,0,3361
三連単,16,4,15,0.0566%,252,16-4-15,0,3361,0,3361
三連単,1,16,2,0.0565%,253,1-16-2,0,3361,0,3361
三連単,9,16,12,0.0564%,255,9-16-12,0,3361,0,3361
三連単,7,16,8,0.0563%,256,7-16-8,0,3361,0,3361
三連単,14,16,7,0.0559%,259,14-16-7,0,3361,0,3361
三連単,7,16,12,0.0550%,266,7-16-12,0,3361,0,3361
三連単,13,16,7,0.0541%,272,13-16-7,0,3361,0,3361
三連単,14,16,9,0.0539%,273,14-16-9,0,3361,0,3361
三連単,12,16,7,0.0537%,276,12-16-7,0,3361,0,3361
三連単,14,16,13,0.0536%,278,14-16-13,0,3361,0,3361
三連単,16,8,4,0.0534%,281,16-8-4,0,3361,0,3361
三連単,14,16,1,0.0534%,282,14-16-1,0,3361,0,3361
三連単,16,1,3,0.0532%,284,16-1-3,0,3361,0,3361
三連単,16,15,4,0.0524%,294,16-15-4,0,3361,0,3361
三連単,16,8,14,0.0523%,295,16-8-14,0,3361,0,3361
三連単,16,5,3,0.0522%,297,16-5-3,0,3361,0,3361
三連単,13,16,9,0.0522%,299,13-16-9,0,3361,0,3361
三連単,16,1,15,0.0521%,301,16-1-15,0,3361,0,3361
三連単,12,16,9,0.0518%,305,12-16-9,0,3361,0,3361
三連単,13,16,1,0.0517%,309,13-16-1,0,3361,0,3361
三連単,12,16,13,0.0516%,311,12-16-13,0,3361,0,3361
三連単,14,16,5,0.0514%,314,14-16-5,0,3361,0,3361
三連単,16,15,14,0.0513%,315,16-15-14,0,3361,0,3361
三連単,12,16,1,0.0513%,316,12-16-1,0,3361,0,3361
三連単,16,5,15,0.0510%,319,16-5-15,0,3361,0,3361
三連単,16,4,10,0.0509%,320,16-4-10,0,3361,0,3361
三連単,15,4,16,0.0508%,322,15-4-16,0,3361,0,3361
三連単,16,15,8,0.0506%,324,16-15-8,0,3361,0,3361
三連単,1,4,16,0.0504%,327,1-4-16,0,3361,0,3361
三連単,16,8,12,0.0504%,328,16-8-12,0,3361,0,3361
三連単,4,1,16,0.0504%,330,4-1-16,0,3361,0,3361
三連単,16,4,11,0.0501%,333,16-4-11,0,3361,0,3361
三連単,16,14,3,0.0499%,336,16-14-3,0,3361,0,3361
三連単,13,16,5,0.0497%,340,13-16-5,0,3361,0,3361
三連単,16,15,12,0.0494%,344,16-15-12,0,3361,0,3361
三連単,4,5,16,0.0494%,345,4-5-16,0,3361,0,3361
三連単,12,16,5,0.0494%,346,12-16-5,0,3361,0,3361
三連単,16,7,3,0.0493%,347,16-7-3,0,3361,0,3361
三連単,16,14,15,0.0488%,356,16-14-15,0,3361,0,3361
三連単,9,16,3,0.0484%,363,9-16-3,0,3361,0,3361
三連単,16,3,4,0.0483%,364,16-3-4,0,3361,0,3361
三連単,16,7,15,0.0482%,366,16-7-15,0,3361,0,3361
三連単,16,11,7,0.0478%,377,16-11-7,0,3361,0,3361
三連単,16,4,2,0.0475%,381,16-4-2,0,3361,0,3361
三連単,16,3,14,0.0474%,383,16-3-14,0,3361,0,3361
三連単,9,16,15,0.0473%,385,9-16-15,0,3361,0,3361
三連単,4,14,16,0.0472%,386,4-14-16,0,3361,0,3361
三連単,7,16,3,0.0472%,387,7-16-3,0,3361,0,3361
三連単,16,1,10,0.0468%,393,16-1-10,0,3361,0,3361
三連単,16,3,8,0.0467%,397,16-3-8,0,3361,0,3361
三連単,4,7,16,0.0467%,398,4-7-16,0,3361,0,3361
三連単,15,1,16,0.0467%,399,15-1-16,0,3361,0,3361
三連単,7,9,16,0.0463%,408,7-9-16,0,3361,0,3361
三連単,7,16,15,0.0461%,412,7-16-15,0,3361,0,3361
三連単,16,1,11,0.0461%,413,16-1-11,0,3361,0,3361
三連単,16,11,9,0.0461%,414,16-11-9,0,3361,0,3361
三連単,16,5,10,0.0459%,419,16-5-10,0,3361,0,3361
三連単,16,11,13,0.0458%,421,16-11-13,0,3361,0,3361
三連単,15,5,16,0.0458%,422,15-5-16,0,3361,0,3361
三連単,16,3,12,0.0456%,424,16-3-12,0,3361,0,3361
三連単,16,11,1,0.0456%,425,16-11-1,0,3361,0,3361
三連単,1,5,16,0.0455%,427,1-5-16,0,3361,0,3361
三連単,11,16,7,0.0453%,430,11-16-7,0,3361,0,3361
三連単,16,5,11,0.0452%,432,16-5-11,0,3361,0,3361
三連単,8,16,7,0.0451%,434,8-16-7,0,3361,0,3361
三連単,16,14,10,0.0439%,454,16-14-10,0,3361,0,3361
三連単,16,11,5,0.0439%,455,16-11-5,0,3361,0,3361
三連単,15,14,16,0.0438%,457,15-14-16,0,3361,0,3361
三連単,9,13,16,0.0437%,458,9-13-16,0,3361,0,3361
三連単,16,1,2,0.0437%,460,16-1-2,0,3361,0,3361
三連単,11,16,9,0.0437%,461,11-16-9,0,3361,0,3361
三連単,1,14,16,0.0435%,464,1-14-16,0,3361,0,3361
三連単,8,16,9,0.0435%,465,8-16-9,0,3361,0,3361
三連単,11,16,13,0.0434%,467,11-16-13,0,3361,0,3361
三連単,5,16,7,0.0434%,468,5-16-7,0,3361,0,3361
三連単,16,7,10,0.0434%,469,16-7-10,0,3361,0,3361
三連単,8,16,13,0.0433%,472,8-16-13,0,3361,0,3361
三連単,15,7,16,0.0433%,473,15-7-16,0,3361,0,3361
三連単,16,8,3,0.0432%,474,16-8-3,0,3361,0,3361
三連単,11,16,1,0.0432%,475,11-16-1,0,3361,0,3361
三連単,16,14,11,0.0432%,476,16-14-11,0,3361,0,3361
三連単,8,16,1,0.0431%,480,8-16-1,0,3361,0,3361
三連単,14,16,4,0.0431%,482,14-16-4,0,3361,0,3361
三連単,1,7,16,0.0430%,483,1-7-16,0,3361,0,3361
三連単,16,5,2,0.0428%,486,16-5-2,0,3361,0,3361
三連単,16,7,11,0.0427%,489,16-7-11,0,3361,0,3361
三連単,7,13,16,0.0426%,491,7-13-16,0,3361,0,3361
三連単,9,16,10,0.0426%,492,9-16-10,0,3361,0,3361
三連単,16,15,3,0.0424%,495,16-15-3,0,3361,0,3361
三連単,16,8,15,0.0423%,497,16-8-15,0,3361,0,3361
三連単,9,16,11,0.0419%,502,9-16-11,0,3361,0,3361
三連単,5,16,9,0.0419%,503,5-16-9,0,3361,0,3361
三連単,5,16,13,0.0417%,504,5-16-13,0,3361,0,3361
三連単,13,16,4,0.0417%,505,13-16-4,0,3361,0,3361
三連単,14,16,8,0.0416%,507,14-16-8,0,3361,0,3361
三連単,11,16,5,0.0416%,508,11-16-5,0,3361,0,3361
三連単,7,16,10,0.0415%,509,7-16-10,0,3361,0,3361
三連単,5,16,1,0.0415%,510,5-16-1,0,3361,0,3361
三連単,8,16,5,0.0414%,512,8-16-5,0,3361,0,3361
三連単,12,16,4,0.0414%,513,12-16-4,0,3361,0,3361
三連単,16,14,2,0.0410%,523,16-14-2,0,3361,0,3361
三連単,4,8,16,0.0409%,524,4-8-16,0,3361,0,3361
三連単,7,16,11,0.0409%,528,7-16-11,0,3361,0,3361
三連単,13,16,14,0.0408%,529,13-16-14,0,3361,0,3361
三連単,14,16,12,0.0406%,532,14-16-12,0,3361,0,3361
三連単,12,16,14,0.0406%,534,12-16-14,0,3361,0,3361
三連単,16,7,2,0.0405%,535,16-7-2,0,3361,0,3361
三連単,13,16,8,0.0403%,540,13-16-8,0,3361,0,3361
三連単,4,15,16,0.0401%,544,4-15-16,0,3361,0,3361
三連単,16,9,17,0.0400%,546,16-9-17,0,3361,0,3361
三連単,12,16,8,0.0400%,548,12-16-8,0,3361,0,3361
三連単,9,16,2,0.0397%,550,9-16-2,0,3361,0,3361
三連単,16,12,7,0.0396%,552,16-12-7,0,3361,0,3361
三連単,13,16,12,0.0393%,556,13-16-12,0,3361,0,3361
三連単,7,16,2,0.0387%,568,7-16-2,0,3361,0,3361
三連単,4,16,17,0.0385%,573,4-16-17,0,3361,0,3361
